D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_115.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_115.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_115.jpg, 0, 0, 0, 8.011018E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_218.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_218.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_218.jpg, 0, 0, 0, 7.961145E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_326.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_326.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_326.jpg, 0, 0, 0, 8.262561E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_435.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_435.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_435.jpg, 0, 0, 0, 7.836018E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_541.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_541.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_541.jpg, 0, 0, 0, 7.793844E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_647.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_647.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_647.jpg, 0, 0, 0, 7.860114E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_753.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_753.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_753.jpg, 0, 0, 0, 7.819883E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_863.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_863.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_863.jpg, 0, 0, 0, 8.121258E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_35_964.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_35_964.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_35_964.jpg, 0, 0, 0, 7.750079E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_074.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_074.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_074.jpg, 0, 0, 0, 7.827648E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_186.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_186.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_186.jpg, 0, 0, 0, 8.05368E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_290.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_290.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_290.jpg, 0, 0, 0, 8.198372E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_398.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_398.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_398.jpg, 0, 0, 0, 8.006452E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_508.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_508.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_508.jpg, 0, 0, 0, 7.849132E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_615.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_615.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_615.jpg, 0, 0, 0, 7.854919E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_724.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_724.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_724.jpg, 0, 0, 0, 8.067816E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_832.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_832.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_832.jpg, 0, 0, 0, 7.962915E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_36_933.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_36_933.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_36_933.jpg, 0, 0, 0, 7.914243E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_034.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_034.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_034.jpg, 0, 0, 0, 7.807749E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_139.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_139.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_139.jpg, 0, 0, 0, 8.083518E-05
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_244.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_244.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_244.jpg, 0, 0.1863233, 0, 0.07216343
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_349.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_349.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_349.jpg, 0, 0.477764, 0, 0.5025184
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_464.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_464.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_464.jpg, 0, 0.8504776, 0, 1.531832
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_570.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_570.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_570.jpg, -0.179044, 1, 0, 2.68572
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_673.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_673.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_673.jpg, -0.2713362, 1, 0, 3.848064
D:\Man hinh\DATA\IMG\center_2021_11_14_00_22_37_778.jpg, D:\Man hinh\DATA\IMG\left_2021_11_14_00_22_37_778.jpg, D:\Man hinh\DATA\IMG\right_2021_11_14_00_22_37_778.jpg, 0, 1, 0, 5.246445
